pop1	pop2	reg1	reg2	number_of_ind1	number_of_ind2	mpd_neanderthal	div_neanderthal	mpd_human	div_human	int_mean_frag_length	int_total_seq_length	int_number_of_frags	art1_mean_frag_length	art1_total_seq_length	art1_number_of_frags	art2_mean_frag_length	art2_total_seq_length	art2_number_of_frags	ratio
PapuanHighlands	Mongolian	OCE	EAS	9	9	24709.0	0.0004162497262512424	1667448.8157647983	0.0007403361126317381	54559.742647058825	59361000	1088	96848.01864801865	207739000	2145	87875.03914813655	280585000	3193	0.2857479818426006
PapuanSepik	Mongolian	OCE	EAS	8	9	26098.0	0.0004255409349573611	1663166.406536594	0.0007384347516000036	52961.13989637305	61329000	1158	95321.77088087631	208850000	2191	87875.03914813655	280585000	3193	0.2936509456547762
Colombian	Mongolian	AMR	EAS	7	9	28925.5	0.00038793369365503	1548736.4388322805	0.0006876286119105341	55727.204783258596	74563000	1338	90187.00114025085	158188000	1754	87875.03914813655	280585000	3193	0.4713568665132627
Karitiana	Mongolian	AMR	EAS	12	9	29089.5	0.0003822234777809897	1540841.6360274518	0.0006841233723114162	55069.46454413893	76106000	1382	89790.09566685425	159557000	1777	87875.03914813655	280585000	3193	0.4769831470885013
Surui	Mongolian	AMR	EAS	8	9	25792.0	0.0004070385859701728	1539098.6169761457	0.0006833494835200561	57762.07839562443	63365000	1097	94387.41958541816	132048000	1399	87875.03914813655	280585000	3193	0.47986338301223797
Pima	Mongolian	AMR	EAS	13	9	31637.5	0.00037435069160957486	1545835.0790231605	0.0006863404275764053	55165.14360313316	84513000	1532	90849.21014839636	189784000	2089	87875.03914813655	280585000	3193	0.44531151203473424
Maya	Mongolian	AMR	EAS	21	9	39333.0	0.0003592284438274593	1564048.8037214798	0.0006944271994234402	53910.88133924175	109493000	2031	86030.21718602456	273318000	3177	87875.03914813655	280585000	3193	0.4006066193957222
Yakut	Mongolian	EAS	EAS	25	9	59269.0	0.0003572724587535339	1515156.308356088	0.0006727192587577608	56234.91525423729	165893000	2950	85160.19310950187	388075000	4557	87875.03914813655	280585000	3193	0.4274766475552406
Oroqen	Mongolian	EAS	EAS	9	9	45171.0	0.0003476992471942978	1487657.9378004957	0.0006605101662996533	54608.65910046238	129914000	2379	83778.13504823152	260550000	3110	87875.03914813655	280585000	3193	0.4986144693916715
Daur	Mongolian	EAS	EAS	9	9	45973.5	0.00034258472681749085	1490441.2095299088	0.0006617459203168502	56172.457095018835	134196000	2389	87494.140625	268782000	3072	87875.03914813655	280585000	3193	0.49927450498917336
Hezhen	Mongolian	EAS	EAS	9	9	47256.0	0.00035044940820503696	1487753.891779276	0.0006605527692239352	56562.08053691275	134844000	2384	85640.29706167258	265228000	3097	87875.03914813655	280585000	3193	0.5084078604068952
Mongolian	Mongolian	EAS	EAS	9	9	999292.0	0.003561459094392074	1413161.9487459695	0.0006274344458206484	87875.03914813655	280585000	3193	87875.03914813655	280585000	3193	87875.03914813655	280585000	3193	1.0
Xibo	Mongolian	EAS	EAS	9	9	50090.0	0.00036076200079225037	1497109.6862627668	0.0006647066793487938	59488.00342759211	138845000	2334	88987.14239794278	276839000	3111	87875.03914813655	280585000	3193	0.5015369944263633
Japanese	Mongolian	EAS	EAS	27	9	58681.5	0.00035106039304836826	1487815.321092092	0.0006605800434276299	53268.005098789035	167155000	3138	78430.189501198	360073000	4591	87875.03914813655	280585000	3193	0.46422530986772126
NorthernHan	Mongolian	EAS	EAS	10	9	47287.5	0.0003531658899444345	1488561.3205518778	0.0006609112621942042	54495.72649572649	133896000	2457	85439.47858472998	275286000	3222	87875.03914813655	280585000	3193	0.48638870120529193
Naxi	Mongolian	EAS	EAS	8	9	47598.0	0.0003695209999223663	1494490.6062281607	0.000663543825345025	57172.65867731913	128810000	2253	88766.8252889191	261152000	2942	87875.03914813655	280585000	3193	0.493237654699179
Yi	Mongolian	EAS	EAS	10	9	48551.5	0.0003515015275907505	1495130.0869149412	0.0006638277504894002	56080.38976857491	138126000	2463	87185.6014580802	287015000	3292	87875.03914813655	280585000	3193	0.48125010887932684
Tu	Mongolian	EAS	EAS	10	9	49635.0	0.0003498378911756414	1502685.9111693478	0.000667182485881185	57721.72497965826	141880000	2458	86606.52870883125	297147000	3431	87875.03914813655	280585000	3193	0.4774741121397827
Tujia	Mongolian	EAS	EAS	9	9	46215.5	0.0003511309157492459	1488167.3375723194	0.0006607363363885232	56103.580562659845	131619000	2346	89896.23908663532	267711000	2978	87875.03914813655	280585000	3193	0.49164584197137956
Cambodian	Mongolian	EAS	EAS	9	9	47467.0	0.0003842797234500737	1527631.327832671	0.0006782580839000863	52809.74775545105	123522000	2339	85110.81794195251	290313000	3411	87875.03914813655	280585000	3193	0.425478707464013
Dai	Mongolian	EAS	EAS	9	9	43993.0	0.00036829635830891585	1501659.015595318	0.0006667265511201487	53565.02242152466	119450000	2230	84013.2362673726	253888000	3022	87875.03914813655	280585000	3193	0.4704830476430552
Lahu	Mongolian	EAS	EAS	8	9	40880.5	0.00035198116131698583	1504709.3534068086	0.0006680808806901013	56162.47582205029	116144000	2068	89675.22935779816	244365000	2725	87875.03914813655	280585000	3193	0.47528901438422033
Miao	Mongolian	EAS	EAS	10	9	46371.5	0.00034933818488635767	1489413.5045960988	0.0006612896262054893	54224.26470588235	132741000	2448	87096.5890978642	273222000	3137	87875.03914813655	280585000	3193	0.48583569405099153
Han	Mongolian	EAS	EAS	33	9	57468.0	0.00033435538204646347	1487759.2814979705	0.0006605551622229578	52836.458653550566	171877000	3253	78911.08476585655	399369000	5061	87875.03914813655	280585000	3193	0.43037141090069586
She	Mongolian	EAS	EAS	10	9	46094.0	0.0003476535984191393	1487518.9064315057	0.00066044843730247	56347.64130896728	132586000	2353	88498.33222148099	265318000	2998	87875.03914813655	280585000	3193	0.4997248584717207
Adygei	Mongolian	EUR	EAS	16	9	39670.0	0.00038930705895052944	1674329.6013644245	0.0007433911353793738	52989.599583983356	101899000	1923	87799.51219512195	359978000	4100	87875.03914813655	280585000	3193	0.2830700765046753
Basque	Mongolian	EUR	EAS	23	9	32108.5	0.0003785843984341838	1684857.860760698	0.0007480656120772631	50543.5041716329	84812000	1678	84647.71598808342	340961000	4028	87875.03914813655	280585000	3193	0.24874399124826593
Sardinian	Mongolian	EUR	EAS	28	9	33620.0	0.00039881849132255426	1694156.4621547859	0.000752194128853266	48503.45224395857	84299000	1738	83547.36098020735	354575000	4244	87875.03914813655	280585000	3193	0.23774659803990694
BergamoItalian	Mongolian	EUR	EAS	12	9	29660.5	0.0003912426956510269	1687416.8448506515	0.0007492017838838763	53425.65186751233	75811000	1419	89985.15151515152	296951000	3300	87875.03914813655	280585000	3193	0.25529801212994735
Tuscan	Mongolian	EUR	EAS	8	9	23760.5	0.00039475826549260673	1689277.1318341263	0.0007500277388521513	52705.779334500876	60190000	1142	89399.92503748125	238519000	2668	87875.03914813655	280585000	3193	0.2523488694820958
French	Mongolian	EUR	EAS	28	9	36252.0	0.00037202524501000567	1683611.2596154304	0.0007475121295132623	50307.17604543108	97445000	1937	81519.47236180905	389337000	4776	87875.03914813655	280585000	3193	0.25028445793746806
Orcadian	Mongolian	EUR	EAS	15	9	32562.5	0.0003999078906969604	1679124.5160301968	0.0007455200453947799	51863.05732484077	81425000	1570	85381.43762049022	310020000	3631	87875.03914813655	280585000	3193	0.2626443455260951
Bedouin	Mongolian	MID	EAS	46	9	41056.0	0.0004039513558188044	1740324.970232768	0.0007726926373971597	50996.48770697441	101636000	1993	79872.41706161137	421327000	5275	87875.03914813655	280585000	3193	0.2412283096027551
Palestinian	Mongolian	MID	EAS	46	9	40344.5	0.00039661528479581606	1728303.3975651	0.0007673551396027107	48904.807692307695	101722000	2080	78281.71573973101	430706000	5502	87875.03914813655	280585000	3193	0.23617502426248996
Druze	Mongolian	MID	EAS	42	9	37650.5	0.00039040740779145366	1704942.6125643633	0.0007569831074347916	49634.0710241894	96439000	1943	79069.13866357667	409420000	5178	87875.03914813655	280585000	3193	0.23555029065507302
Russian	Mongolian	EUR	EAS	25	9	47613.5	0.0003870575706830117	1662340.5372134328	0.0007380680711487236	52727.818259751395	123014000	2333	83296.06707925734	417230000	5009	87875.03914813655	280585000	3193	0.29483498310284495
Balochi	Mongolian	SAS	EAS	24	9	44218.0	0.00038251526843024965	1686176.3350385737	0.0007486510058310377	50924.22907488987	115598000	2270	83252.24382946896	445233000	5348	87875.03914813655	280585000	3193	0.25963484288002014
Brahui	Mongolian	SAS	EAS	25	9	43951.0	0.000382388766117385	1690427.2264531993	0.0007505383731645171	50947.695035460994	114938000	2256	83963.44747979993	436442000	5198	87875.03914813655	280585000	3193	0.2633522896513168
Makrani	Mongolian	SAS	EAS	25	9	43524.0	0.00039048285514345696	1706709.9100099625	0.0007577677756707031	51176.308539944905	111462000	2178	82959.94608126325	430811000	5193	87875.03914813655	280585000	3193	0.25872598424831306
Kalash	Mongolian	SAS	EAS	22	9	36071.5	0.00039507896869729034	1665399.9073694092	0.0007394264110191671	50667.036625971145	91302000	1802	85339.24441017733	332055000	3891	87875.03914813655	280585000	3193	0.27496047341554863
Pathan	Mongolian	SAS	EAS	24	9	47744.5	0.0003778360754334734	1665877.5235560765	0.0007396384694089804	50911.76470588235	126363000	2482	83494.3231441048	478005000	5725	87875.03914813655	280585000	3193	0.2643549753663665
Sindhi	Mongolian	SAS	EAS	24	9	45061.0	0.00036688052629007834	1681702.3393120312	0.0007466645816764826	49785.974868261044	122822000	2467	83600.0	469832000	5620	87875.03914813655	280585000	3193	0.26141684687292477
Mozabite	Mongolian	MID	EAS	27	9	29470.5	0.0004183298319327731	1803587.7959817378	0.0008007809085610392	51876.28865979381	70448000	1358	86723.33044232437	299976000	3459	87875.03914813655	280585000	3193	0.2348454543030109
Burusho	Xibo	SAS	EAS	24	9	53450.0	0.00038255629195951845	1648182.8638482196	0.0007317821589431939	53165.144596651444	139718000	2628	83004.2372881356	470136000	5664	88987.14239794278	276839000	3111	0.2971863460785815
Hazara	Xibo	SAS	EAS	19	9	54881.5	0.00035944028922101567	1589047.6522591757	0.0007055265208369006	54414.11261582324	152686000	2806	84074.29015947103	432310000	5142	88987.14239794278	276839000	3111	0.3531863708912586
Uygur	Xibo	SAS	EAS	10	9	50495.0	0.00037844380489852203	1583031.029412868	0.0007028551805672061	57044.89097905088	133428000	2339	88113.44113188479	348753000	3958	88987.14239794278	276839000	3111	0.3825859562498387
Bougainville	Xibo	OCE	EAS	11	9	35087.5	0.000389285833157667	1638164.5801106745	0.0007273341080241053	56157.63239875389	90133000	1605	100468.92870758673	263530000	2623	88987.14239794278	276839000	3111	0.34202178120138127
PapuanHighlands	Xibo	OCE	EAS	9	9	24210.5	0.0003987367831615007	1667281.7923231581	0.0007402619553416713	55098.00362976406	60718000	1102	96848.01864801865	207739000	2145	88987.14239794278	276839000	3111	0.29228021700306633
PapuanSepik	Xibo	OCE	EAS	8	9	25451.0	0.0004043371197076813	1662521.6560577874	0.0007381484867032438	54450.69204152249	62945000	1156	95321.77088087631	208850000	2191	88987.14239794278	276839000	3111	0.30138855638017714
Colombian	Xibo	AMR	EAS	7	9	29655.5	0.0003925437145088488	1550268.358210082	0.000688308773859917	59485.82677165354	75547000	1270	90187.00114025085	158188000	1754	88987.14239794278	276839000	3111	0.4775773130705237
Karitiana	Xibo	AMR	EAS	12	9	29393.0	0.0003851334530064597	1544786.7001395985	0.0006858749543697416	57339.59429000751	76319000	1331	89790.09566685425	159557000	1777	88987.14239794278	276839000	3111	0.47831809322060453
Surui	Xibo	AMR	EAS	8	9	28023.0	0.0004411681360201511	1542787.1354370187	0.0006849871610264812	59531.39643861293	63520000	1067	94387.41958541816	132048000	1399	88987.14239794278	276839000	3111	0.4810371985944505
Pima	Xibo	AMR	EAS	13	9	31627.0	0.00037796527122148263	1547622.1220712564	0.0006871338627276523	56730.16949152543	83677000	1475	90849.21014839636	189784000	2089	88987.14239794278	276839000	3111	0.44090650423639505
Maya	Xibo	AMR	EAS	21	9	41337.0	0.00037980998934176194	1566021.448381385	0.0006953030404479505	55784.725781650435	108836000	1951	86030.21718602456	273318000	3177	88987.14239794278	276839000	3111	0.3982028260121909
Yakut	Xibo	EAS	EAS	25	9	58077.5	0.0003557929107906441	1517470.3549904064	0.0006737466799736344	56856.14768373389	163234000	2871	85160.19310950187	388075000	4557	88987.14239794278	276839000	3111	0.4206248792114926
Oroqen	Xibo	EAS	EAS	9	9	46498.0	0.000356006431360539	1489820.1395199136	0.0006614701693897304	55202.874049027894	130610000	2366	83778.13504823152	260550000	3110	88987.14239794278	276839000	3111	0.5012857417002494
Daur	Xibo	EAS	EAS	9	9	47218.5	0.0003593247037874118	1491565.9120865902	0.0006622452807234835	57184.07310704961	131409000	2298	87494.140625	268782000	3072	88987.14239794278	276839000	3111	0.48890550706520525
Hezhen	Xibo	EAS	EAS	9	9	50266.5	0.0003650912973373426	1488675.9152434429	0.0006609621414701851	57922.59150189314	137682000	2377	85640.29706167258	265228000	3097	88987.14239794278	276839000	3111	0.5191080881354909
Mongolian	Xibo	EAS	EAS	9	9	50090.0	0.00036076200079225037	1497109.6862627668	0.0006647066793487938	59488.00342759211	138845000	2334	87875.03914813655	280585000	3193	88987.14239794278	276839000	3111	0.4948411354847907
Xibo	Xibo	EAS	EAS	9	9	1015746.5	0.003669087447939055	1412726.4285711108	0.0006272410777782958	88987.14239794278	276839000	3111	88987.14239794278	276839000	3111	88987.14239794278	276839000	3111	1.0
Japanese	Xibo	EAS	EAS	27	9	58138.5	0.00034649148946314486	1487578.1809021053	0.0006604747547706447	54691.003911342894	167792000	3068	78430.189501198	360073000	4591	88987.14239794278	276839000	3111	0.4659943955808961
NorthernHan	Xibo	EAS	EAS	10	9	49825.0	0.00036463097808189104	1488682.6288515828	0.0006609651222672597	55864.67702371218	136645000	2446	85439.47858472998	275286000	3222	88987.14239794278	276839000	3111	0.4963746794243078
Naxi	Xibo	EAS	EAS	8	9	47636.0	0.0003648395076857093	1494845.7861204047	0.0006637015228396784	57926.796805678794	130567000	2254	88766.8252889191	261152000	2942	88987.14239794278	276839000	3111	0.499965537311604
Yi	Xibo	EAS	EAS	10	9	49453.5	0.0003585561613642296	1495454.6007583304	0.0006639718324636344	57111.38716356108	137924000	2415	87185.6014580802	287015000	3292	88987.14239794278	276839000	3111	0.48054631291047506
Tu	Xibo	EAS	EAS	10	9	51472.0	0.00036380342514648404	1503370.4655929338	0.0006674864234629872	57072.60992335619	141483000	2479	86606.52870883125	297147000	3431	88987.14239794278	276839000	3111	0.4761380730749427
Tujia	Xibo	EAS	EAS	9	9	47289.5	0.00035582233525454846	1488051.367295287	0.0006606848463618026	57088.48797250859	132902000	2328	89896.23908663532	267711000	2978	88987.14239794278	276839000	3111	0.49643832341592237
Cambodian	Xibo	EAS	EAS	9	9	47943.0	0.00038262569832402235	1527945.0804339515	0.0006783973879548578	55442.4778761062	125300000	2260	85110.81794195251	290313000	3411	88987.14239794278	276839000	3111	0.431603131792238
Dai	Xibo	EAS	EAS	9	9	45248.5	0.0003702732338813286	1501647.3355994904	0.0006667213652801849	55698.72379216044	122203000	2194	84013.2362673726	253888000	3022	88987.14239794278	276839000	3111	0.48132641164608014
Lahu	Xibo	EAS	EAS	8	9	43818.5	0.0003765899480903434	1504340.1010545632	0.0006679169351174054	56210.628019323674	116356000	2070	89675.22935779816	244365000	2725	88987.14239794278	276839000	3111	0.4761565690667649
Miao	Xibo	EAS	EAS	10	9	49780.5	0.0003671967780244746	1490022.331093673	0.0006615599410950497	57347.292724196275	135569000	2364	87096.5890978642	273222000	3137	88987.14239794278	276839000	3111	0.49618625147316103
Han	Xibo	EAS	EAS	33	9	59962.5	0.00034714181506611397	1488024.5795307755	0.0006606729527736714	53560.31007751938	172732000	3225	78911.08476585655	399369000	5061	88987.14239794278	276839000	3111	0.43251228813453224
She	Xibo	EAS	EAS	10	9	47641.5	0.0003685026762785805	1488248.3644870024	0.0006607723117962646	56357.45422842197	129284000	2294	88498.33222148099	265318000	2998	88987.14239794278	276839000	3111	0.4872794156446227
Adygei	Xibo	EUR	EAS	16	9	39742.5	0.00038452421266508635	1674152.8829926467	0.0007433126736052218	54743.11440677966	103355000	1888	87799.51219512195	359978000	4100	88987.14239794278	276839000	3111	0.28711476812471876
Basque	Xibo	EUR	EAS	23	9	32345.5	0.0003677547354298838	1685270.0156469017	0.0007482486060878554	52229.216152019006	87954000	1684	84647.71598808342	340961000	4028	88987.14239794278	276839000	3111	0.25795912142444444
Sardinian	Xibo	EUR	EAS	28	9	34875.0	0.0003967035217035217	1693987.9759027287	0.0007521193220851658	51081.92911098199	87912000	1721	83547.36098020735	354575000	4244	88987.14239794278	276839000	3111	0.2479362617217796
BergamoItalian	Xibo	EUR	EAS	12	9	29611.5	0.0003822318316767781	1686296.2389749442	0.0007487042423761733	54326.78821879383	77470000	1426	89985.15151515152	296951000	3300	88987.14239794278	276839000	3111	0.26088479244050367
Tuscan	Xibo	EUR	EAS	8	9	26327.0	0.00041202247366856033	1688736.082291233	0.0007497875164767838	54058.37563451777	63897000	1182	89399.92503748125	238519000	2668	88987.14239794278	276839000	3111	0.26789060829535594
French	Xibo	EUR	EAS	28	9	38653.5	0.0003886414365862977	1683179.0383807898	0.0007473202261782841	51612.86974571874	99458000	1927	81519.47236180905	389337000	4776	88987.14239794278	276839000	3111	0.2554547859566391
Orcadian	Xibo	EUR	EAS	15	9	32206.5	0.0003908698132213551	1680387.1291276314	0.0007460806371583622	52051.168667087804	82397000	1583	85381.43762049022	310020000	3631	88987.14239794278	276839000	3111	0.2657796271208309
Bedouin	Xibo	MID	EAS	46	9	41002.5	0.00040321470365526263	1740570.2679325126	0.0007728015479338728	50667.1649227703	101689000	2007	79872.41706161137	421327000	5275	88987.14239794278	276839000	3111	0.24135410263287185
Palestinian	Xibo	MID	EAS	46	9	41352.0	0.00041015264677001813	1728076.5087309356	0.0007672544024790901	47941.51212553495	100821000	2103	78281.71573973101	430706000	5502	88987.14239794278	276839000	3111	0.23408311005651186
Druze	Xibo	MID	EAS	42	9	38829.0	0.00040106802735141614	1704854.4169466773	0.0007569439491709027	49521.22762148338	96814000	1955	79069.13866357667	409420000	5178	88987.14239794278	276839000	3111	0.23646622050705876
Russian	Xibo	EUR	EAS	25	9	48363.0	0.00038509252476351245	1662366.6923330883	0.0007380796838467735	54461.40503035559	125588000	2306	83296.06707925734	417230000	5009	88987.14239794278	276839000	3111	0.30100424226445843
